Episode,Score,Win %,Eps History
89,9,0.5280898876404494,0.9916000000000009
90,5,0.5333333333333333,0.9914500000000009
91,7,0.5384615384615384,0.991350000000001
92,-5,0.532608695652174,0.991200000000001
93,-8,0.5268817204301075,0.991150000000001
94,-3,0.5212765957446809,0.991100000000001
95,7,0.5263157894736842,0.990950000000001
96,-6,0.5208333333333334,0.990850000000001
97,7,0.5257731958762887,0.990750000000001
98,1,0.5306122448979592,0.990700000000001
99,-6,0.5252525252525253,0.990600000000001
100,-6,0.52,0.990550000000001
101,-7,0.5148514851485149,0.990450000000001
102,6,0.5196078431372549,0.9903500000000011
103,-7,0.5145631067961165,0.9902500000000011
104,5,0.5192307692307693,0.9901500000000011
105,-4,0.5142857142857142,0.9900000000000011
106,-6,0.5094339622641509,0.9899000000000011
107,4,0.514018691588785,0.9897500000000011
108,9,0.5185185185185185,0.9896500000000011
109,-3,0.5137614678899083,0.9895000000000012
110,3,0.5181818181818182,0.9894000000000012
111,1,0.5225225225225225,0.9893000000000012
112,-7,0.5178571428571429,0.9892000000000012
113,1,0.5221238938053098,0.9891000000000012
114,-3,0.5175438596491229,0.9890500000000012
115,5,0.5217391304347826,0.9889000000000012
116,7,0.5258620689655172,0.9888000000000012
117,-9,0.5213675213675214,0.9887000000000012
118,-3,0.5169491525423728,0.9885500000000013
119,7,0.5210084033613446,0.9884500000000013
120,-3,0.5166666666666667,0.9884000000000013
121,-3,0.512396694214876,0.9883500000000013
122,-3,0.5081967213114754,0.9883000000000013
123,-8,0.5040650406504065,0.9882500000000013
124,1,0.5080645161290323,0.9881500000000013
125,7,0.512,0.9880500000000013
126,-9,0.5079365079365079,0.9879000000000013
127,-5,0.5039370078740157,0.9878000000000013
128,-5,0.5,0.9876500000000014
129,-5,0.49612403100775193,0.9875500000000014
130,-4,0.49230769230769234,0.9875000000000014
131,5,0.4961832061068702,0.9874000000000014
132,5,0.5,0.9873000000000014
133,9,0.5037593984962406,0.9872000000000014
134,-3,0.5,0.9870000000000014
135,-8,0.4962962962962963,0.9869500000000014
136,-7,0.49264705882352944,0.9868500000000014
137,7,0.49635036496350365,0.9867500000000015
138,-5,0.4927536231884058,0.9866000000000015
139,-5,0.4892086330935252,0.9864500000000015
140,1,0.4928571428571429,0.9863500000000015
141,5,0.49645390070921985,0.9863000000000015
142,4,0.5,0.9862500000000015
143,8,0.5034965034965035,0.9862000000000015
144,7,0.5069444444444444,0.9861000000000015
145,9,0.5103448275862069,0.9860000000000015
146,-9,0.5068493150684932,0.9858500000000016
147,-3,0.5034013605442177,0.9857500000000016
148,7,0.5067567567567568,0.9856000000000016
149,7,0.5100671140939598,0.9855000000000016
150,-3,0.5066666666666667,0.9854000000000016
151,8,0.5099337748344371,0.9853500000000016
152,-3,0.506578947368421,0.9853000000000016
153,-9,0.5032679738562091,0.9852000000000016
154,1,0.5064935064935064,0.9851000000000016
155,-5,0.5032258064516129,0.9850000000000017
156,-5,0.5,0.9849000000000017
157,-3,0.4968152866242038,0.9848000000000017
158,3,0.5,0.9846000000000017
159,1,0.5031446540880503,0.9845000000000017
160,3,0.50625,0.9844500000000017
161,6,0.5093167701863354,0.9843500000000017
162,-3,0.5061728395061729,0.9843000000000017
163,3,0.50920245398773,0.9842500000000017
164,-3,0.5060975609756098,0.9841500000000017
165,-5,0.503030303030303,0.9840500000000018
166,5,0.5060240963855421,0.9839500000000018
167,13,0.5089820359281437,0.9838500000000018
168,-3,0.5059523809523809,0.9837000000000018
169,3,0.5088757396449705,0.9835500000000018
170,1,0.5117647058823529,0.9835000000000018
171,5,0.5146198830409356,0.9834000000000018
172,-3,0.5116279069767442,0.9833000000000018
173,-1,0.5086705202312138,0.9831500000000019
174,-1,0.5057471264367817,0.9830500000000019
175,5,0.5085714285714286,0.9830000000000019
176,5,0.5113636363636364,0.9829000000000019
177,5,0.5141242937853108,0.9828500000000019
178,7,0.5168539325842697,0.9827500000000019
179,5,0.5195530726256983,0.9827000000000019
180,9,0.5222222222222223,0.9826000000000019
181,6,0.5248618784530387,0.9825000000000019
182,7,0.5274725274725275,0.9824500000000019
183,-4,0.5245901639344263,0.982300000000002
184,1,0.5271739130434783,0.982150000000002
185,-1,0.5243243243243243,0.982050000000002
186,3,0.5268817204301075,0.982000000000002
187,-3,0.5240641711229946,0.981900000000002
188,7,0.526595744680851,0.981800000000002
189,3,0.5291005291005291,0.981750000000002
190,-12,0.5263157894736842,0.981650000000002
191,-3,0.5235602094240838,0.981550000000002
192,-7,0.5208333333333334,0.981450000000002
193,-3,0.5181347150259067,0.981350000000002
194,-5,0.5154639175257731,0.9812000000000021
195,-7,0.5128205128205128,0.9811000000000021
196,6,0.5153061224489796,0.9810500000000021
197,-3,0.5126903553299492,0.9809500000000021
198,-5,0.51010101010101,0.9808500000000021
199,-7,0.507537688442211,0.9807500000000021
200,4,0.51,0.9807000000000021
201,-11,0.5074626865671642,0.9806000000000021
202,7,0.5099009900990099,0.9804500000000022
203,-1,0.5073891625615764,0.9803500000000022
204,7,0.5098039215686274,0.9802500000000022
205,-3,0.5073170731707317,0.9800500000000022
206,-5,0.5048543689320388,0.9800000000000022
207,-3,0.5024154589371981,0.9798500000000022
208,-3,0.5,0.9798000000000022
209,3,0.5023923444976076,0.9796500000000022
210,7,0.5047619047619047,0.9796000000000022
211,-1,0.5023696682464455,0.9795500000000023
212,-1,0.5,0.9794000000000023
213,-1,0.49765258215962443,0.9793000000000023
214,3,0.5,0.9792500000000023
215,-5,0.49767441860465117,0.9791500000000023
216,-1,0.49537037037037035,0.9790500000000023
217,3,0.4976958525345622,0.9789500000000023
218,-7,0.4954128440366973,0.9788500000000023
219,-5,0.4931506849315068,0.9787500000000023
220,-1,0.4909090909090909,0.9787000000000023
221,-3,0.48868778280542985,0.9786500000000024
222,-3,0.4864864864864865,0.9786000000000024
223,5,0.48878923766816146,0.9784500000000024
224,-3,0.48660714285714285,0.9783500000000024
225,-5,0.48444444444444446,0.9782500000000024
226,-4,0.4823008849557522,0.9781000000000024
227,-1,0.4801762114537445,0.9780000000000024
228,-3,0.4780701754385965,0.9779000000000024
229,-7,0.4759825327510917,0.9777500000000025
230,7,0.4782608695652174,0.9776500000000025
231,-1,0.47619047619047616,0.9776000000000025
232,-5,0.47413793103448276,0.9775500000000025
233,-5,0.4721030042918455,0.9775000000000025
234,7,0.47435897435897434,0.9774000000000025
235,7,0.4765957446808511,0.9772500000000025
236,3,0.4788135593220339,0.9771000000000025
237,3,0.4810126582278481,0.9770000000000025
238,7,0.4831932773109244,0.9768500000000025
239,5,0.48535564853556484,0.9768000000000026
240,-7,0.48333333333333334,0.9766500000000026
241,3,0.4854771784232365,0.9766000000000026
242,1,0.48760330578512395,0.9764500000000026
243,-11,0.48559670781893005,0.9763500000000026
244,5,0.48770491803278687,0.9762000000000026
245,-1,0.4857142857142857,0.9761000000000026
246,9,0.4878048780487805,0.9760000000000026
247,-5,0.48582995951417,0.9759000000000027
248,4,0.4879032258064516,0.9758500000000027
249,-4,0.4859437751004016,0.9758000000000027
250,3,0.488,0.9757000000000027
251,-3,0.4860557768924303,0.9756500000000027
252,-3,0.48412698412698413,0.9756000000000027
253,-5,0.48221343873517786,0.9755500000000027
254,-7,0.48031496062992124,0.9754000000000027
255,-1,0.47843137254901963,0.9753000000000027
256,-1,0.4765625,0.9752500000000027
257,6,0.4785992217898833,0.9751000000000027
258,-11,0.47674418604651164,0.9749500000000028
259,1,0.47876447876447875,0.9748500000000028
260,5,0.4807692307692308,0.9747500000000028
261,-9,0.4789272030651341,0.9746500000000028
262,-3,0.4770992366412214,0.9745000000000028
263,-3,0.4752851711026616,0.9744500000000028
264,-3,0.4734848484848485,0.9744000000000028
265,5,0.47547169811320755,0.9742500000000028
266,-6,0.47368421052631576,0.9742000000000028
267,7,0.4756554307116105,0.9740500000000029
268,7,0.47761194029850745,0.9739500000000029
269,3,0.4795539033457249,0.9738500000000029
270,5,0.48148148148148145,0.9737000000000029
271,-5,0.4797047970479705,0.9736500000000029
272,1,0.48161764705882354,0.9736000000000029
273,7,0.4835164835164835,0.9734500000000029
274,3,0.4854014598540146,0.9733000000000029
275,-6,0.48363636363636364,0.973250000000003
276,0,0.48188405797101447,0.973150000000003
277,-9,0.48014440433212996,0.973050000000003
278,7,0.48201438848920863,0.972950000000003
279,1,0.4838709677419355,0.972850000000003
280,-5,0.48214285714285715,0.972750000000003
281,3,0.48398576512455516,0.972700000000003
282,-9,0.48226950354609927,0.972650000000003
283,-4,0.48056537102473496,0.972600000000003
284,4,0.4823943661971831,0.972500000000003
285,-7,0.4807017543859649,0.972450000000003
286,3,0.4825174825174825,0.9722500000000031
287,8,0.4843205574912892,0.9722000000000031
288,-7,0.4826388888888889,0.9721000000000031
289,-4,0.4809688581314879,0.9720500000000031
290,-3,0.4793103448275862,0.9720000000000031
291,-3,0.47766323024054985,0.9719500000000031
292,5,0.4794520547945205,0.9718500000000031
293,-1,0.4778156996587031,0.9718000000000031
294,-1,0.47619047619047616,0.9717500000000031
295,4,0.47796610169491527,0.9717000000000031
296,11,0.4797297297297297,0.9716000000000031
297,1,0.48148148148148145,0.9715000000000031
298,-5,0.4798657718120805,0.9714500000000031
299,3,0.4816053511705686,0.9713500000000032
300,-6,0.48,0.9712500000000032
301,5,0.48172757475083056,0.9712000000000032
302,5,0.48344370860927155,0.9711000000000032
303,5,0.48514851485148514,0.9710000000000032
304,-5,0.48355263157894735,0.9709000000000032
305,3,0.4852459016393443,0.9708000000000032
306,4,0.4869281045751634,0.9707000000000032
307,-7,0.48534201954397393,0.9706000000000032
308,-1,0.4837662337662338,0.9705500000000032
309,3,0.4854368932038835,0.9704500000000033
310,-1,0.4838709677419355,0.9703500000000033
311,-1,0.48231511254019294,0.9702500000000033
312,-1,0.4807692307692308,0.9700500000000033
313,-1,0.4792332268370607,0.9700000000000033
314,-3,0.47770700636942676,0.9699500000000033
315,1,0.4793650793650794,0.9699000000000033
316,-5,0.4778481012658228,0.9698500000000033
317,7,0.4794952681388013,0.9697000000000033
318,9,0.4811320754716981,0.9696000000000033
319,5,0.4827586206896552,0.9695000000000034
320,-4,0.48125,0.9694500000000034
321,5,0.48286604361370716,0.9694000000000034
322,7,0.484472049689441,0.9693500000000034
323,5,0.48606811145510836,0.9692500000000034
324,5,0.4876543209876543,0.9692000000000034
325,-5,0.48615384615384616,0.9691000000000034
326,4,0.48773006134969327,0.9690000000000034
327,-7,0.48623853211009177,0.9689000000000034
328,5,0.4878048780487805,0.9687500000000034
329,1,0.48936170212765956,0.9686500000000035
330,-3,0.48787878787878786,0.9686000000000035
331,1,0.48942598187311176,0.9685000000000035
332,-3,0.4879518072289157,0.9683500000000035
333,7,0.4894894894894895,0.9682000000000035
334,1,0.49101796407185627,0.9681000000000035
335,5,0.4925373134328358,0.9680000000000035
336,-5,0.49107142857142855,0.9679000000000035
337,3,0.49258160237388726,0.9677500000000036
338,3,0.4940828402366864,0.9676500000000036
339,1,0.49557522123893805,0.9675000000000036
340,3,0.4970588235294118,0.9674000000000036
341,3,0.49853372434017595,0.9673500000000036
342,-7,0.49707602339181284,0.9672500000000036
343,-7,0.4956268221574344,0.9671500000000036
344,1,0.49709302325581395,0.9670500000000036
345,-6,0.4956521739130435,0.9669500000000036
346,2,0.49710982658959535,0.9669000000000036
347,3,0.49855907780979825,0.9668500000000037
348,-3,0.49712643678160917,0.9667000000000037
349,5,0.498567335243553,0.9665500000000037
350,-1,0.49714285714285716,0.9664500000000037
351,1,0.4985754985754986,0.9663500000000037
352,-3,0.4971590909090909,0.9663000000000037
353,7,0.4985835694050991,0.9662000000000037
354,5,0.5,0.9661000000000037
355,-1,0.49859154929577465,0.9660000000000037
356,-1,0.49719101123595505,0.9657500000000038
357,1,0.49859943977591037,0.9657000000000038
358,5,0.5,0.9656000000000038
359,-5,0.4986072423398329,0.9654500000000038
360,3,0.5,0.9653500000000038
361,-1,0.4986149584487535,0.9653000000000038
362,-9,0.4972375690607735,0.9652000000000038
363,1,0.4986225895316804,0.9651500000000038
364,-8,0.49725274725274726,0.9650000000000039
365,-5,0.4958904109589041,0.9649000000000039
366,-5,0.49453551912568305,0.9648000000000039
367,3,0.49591280653950953,0.9647000000000039
368,-5,0.4945652173913043,0.9646000000000039
369,-5,0.4932249322493225,0.9645500000000039
370,-5,0.4918918918918919,0.9645000000000039
371,1,0.49326145552560646,0.9643500000000039
372,5,0.4946236559139785,0.9643000000000039
373,3,0.4959785522788204,0.964150000000004
374,-5,0.4946524064171123,0.964100000000004
375,5,0.496,0.964000000000004
376,-5,0.4946808510638298,0.963900000000004
377,1,0.4960212201591512,0.963700000000004
378,-6,0.4947089947089947,0.963600000000004
379,9,0.49604221635883905,0.963550000000004
380,5,0.49736842105263157,0.963450000000004
381,5,0.49868766404199477,0.963350000000004
382,-3,0.4973821989528796,0.963300000000004
383,-13,0.4960835509138381,0.9631500000000041
384,3,0.4973958333333333,0.9630500000000041
385,-7,0.4961038961038961,0.9629000000000041
386,1,0.49740932642487046,0.9627500000000041
387,-3,0.49612403100775193,0.9627000000000041
388,5,0.49742268041237114,0.9626500000000041
389,-1,0.4961439588688946,0.9625500000000041
390,9,0.49743589743589745,0.9624500000000041
391,-11,0.4961636828644501,0.9623500000000041
392,3,0.49744897959183676,0.9621500000000042
393,3,0.49872773536895676,0.9620500000000042
394,-4,0.49746192893401014,0.9619500000000042
395,5,0.49873417721518987,0.9618500000000042
396,-5,0.49747474747474746,0.9616500000000042
397,-1,0.49622166246851385,0.9616000000000042
398,-3,0.4949748743718593,0.9615500000000042
399,-3,0.49373433583959897,0.9614500000000042
400,-1,0.4925,0.9614000000000043
401,1,0.4937655860349127,0.9613500000000043
402,-9,0.4925373134328358,0.9612500000000043
403,-7,0.4913151364764268,0.9611500000000043
404,-1,0.4900990099009901,0.9611000000000043
405,-3,0.4888888888888889,0.9610000000000043
406,-5,0.4876847290640394,0.9609500000000043
407,9,0.48894348894348894,0.9608500000000043
408,3,0.49019607843137253,0.9607500000000043
409,-3,0.4889975550122249,0.9607000000000043
410,-3,0.4878048780487805,0.9606500000000043
411,1,0.48905109489051096,0.9605500000000043
412,-7,0.4878640776699029,0.9604500000000044
413,3,0.4891041162227603,0.9603500000000044
414,-5,0.48792270531400966,0.9603000000000044
415,-3,0.4867469879518072,0.9601500000000044
416,4,0.4879807692307692,0.9600500000000044
417,-1,0.486810551558753,0.9599500000000044
418,-1,0.48564593301435405,0.9599000000000044
419,-3,0.48448687350835323,0.9598000000000044
420,3,0.4857142857142857,0.9597500000000044
421,1,0.48693586698337293,0.9596500000000044
422,-8,0.48578199052132703,0.9595500000000045
423,-3,0.4846335697399527,0.9594500000000045
424,1,0.4858490566037736,0.9593500000000045
425,3,0.48705882352941177,0.9593000000000045
426,3,0.48826291079812206,0.9592000000000045
427,-3,0.48711943793911006,0.9591000000000045
428,1,0.4883177570093458,0.9590000000000045
429,7,0.48951048951048953,0.9589000000000045
430,3,0.4906976744186046,0.9588000000000045
431,-5,0.4895591647331787,0.9587500000000045
432,-6,0.48842592592592593,0.9587000000000045
433,-3,0.48729792147806006,0.9586000000000046
434,1,0.48847926267281105,0.9585000000000046
435,1,0.4896551724137931,0.9584000000000046
436,-1,0.48853211009174313,0.9583500000000046
437,-5,0.4874141876430206,0.9582500000000046
438,6,0.4885844748858447,0.9582000000000046
439,1,0.489749430523918,0.9581500000000046
440,3,0.4909090909090909,0.9580500000000046
441,5,0.49206349206349204,0.9580000000000046
442,5,0.49321266968325794,0.9579000000000046
443,-7,0.49209932279909707,0.9577500000000047
444,-1,0.49099099099099097,0.9575500000000047
445,5,0.49213483146067416,0.9575000000000047
446,-5,0.4910313901345291,0.9574500000000047
447,-7,0.4899328859060403,0.9573500000000047
448,5,0.49107142857142855,0.9572500000000047
449,-1,0.48997772828507796,0.9571000000000047
450,1,0.4911111111111111,0.9570000000000047
451,7,0.49223946784922396,0.9569000000000047
452,-8,0.4911504424778761,0.9568500000000048
453,-3,0.4900662251655629,0.9567000000000048
454,-1,0.4889867841409692,0.9565500000000048
455,-1,0.4879120879120879,0.9564500000000048
456,-9,0.4868421052631579,0.9563500000000048
457,0,0.48577680525164113,0.9563000000000048
458,-5,0.4847161572052402,0.9562500000000048
459,1,0.485838779956427,0.9561500000000048
460,5,0.48695652173913045,0.9560500000000048
461,1,0.4880694143167028,0.9559000000000049
462,3,0.48917748917748916,0.9558500000000049
463,-3,0.48812095032397407,0.9557000000000049
464,-3,0.4870689655172414,0.9556000000000049
465,-7,0.4860215053763441,0.9555000000000049
466,-7,0.48497854077253216,0.9553500000000049
467,3,0.4860813704496788,0.9552500000000049
468,-3,0.48504273504273504,0.955100000000005
469,3,0.4861407249466951,0.955000000000005
470,-7,0.4851063829787234,0.954900000000005
471,1,0.4861995753715499,0.954800000000005
472,-6,0.4851694915254237,0.954700000000005
473,-5,0.48414376321353064,0.954650000000005
474,-6,0.4831223628691983,0.954600000000005
475,-7,0.48210526315789476,0.954500000000005
476,-1,0.4810924369747899,0.954400000000005
477,13,0.48218029350104824,0.954300000000005
478,-3,0.4811715481171548,0.954250000000005
479,5,0.4822546972860125,0.954100000000005
480,-3,0.48125,0.9540500000000051
481,-5,0.4802494802494803,0.9540000000000051
482,7,0.48132780082987553,0.9539000000000051
483,5,0.4824016563146998,0.9538500000000051
484,3,0.4834710743801653,0.9538000000000051
485,-3,0.4824742268041237,0.9537000000000051
486,-1,0.48148148148148145,0.9536000000000051
487,-6,0.4804928131416838,0.9535000000000051
488,10,0.48155737704918034,0.9533500000000051
489,3,0.48261758691206547,0.9532500000000051
490,-5,0.4816326530612245,0.9531500000000052
491,-3,0.48065173116089616,0.9530500000000052
492,-5,0.4796747967479675,0.9529000000000052
493,-5,0.4787018255578093,0.9528000000000052
494,-3,0.4777327935222672,0.9527500000000052
495,1,0.47878787878787876,0.9526500000000052
496,6,0.4798387096774194,0.9525500000000052
497,6,0.48088531187122735,0.9524500000000052
498,3,0.4819277108433735,0.9523000000000053
499,1,0.48296593186372744,0.9521500000000053
500,1,0.484,0.9520500000000053
501,-5,0.48303393213572854,0.9520000000000053
502,-1,0.4820717131474104,0.9518000000000053
503,-11,0.48111332007952284,0.9517000000000053
504,-7,0.4801587301587302,0.9516500000000053
505,5,0.48118811881188117,0.9516000000000053
506,-3,0.48023715415019763,0.9515000000000053
507,-5,0.47928994082840237,0.9514500000000053
508,-6,0.47834645669291337,0.9513500000000054
509,-3,0.4774066797642436,0.9512500000000054
510,-9,0.4764705882352941,0.9511000000000054
511,9,0.4774951076320939,0.9510000000000054
512,-1,0.4765625,0.9509000000000054
513,-9,0.4756335282651072,0.9508000000000054
514,3,0.4766536964980545,0.9507000000000054
515,7,0.47766990291262135,0.9506500000000054
516,-3,0.47674418604651164,0.9505500000000054
517,4,0.47775628626692457,0.9505000000000055
518,4,0.47876447876447875,0.9504500000000055
519,1,0.4797687861271676,0.9503500000000055
520,-7,0.47884615384615387,0.9502500000000055
521,-3,0.4779270633397313,0.9502000000000055
522,2,0.4789272030651341,0.9501500000000055
523,3,0.47992351816443596,0.9500000000000055
524,-3,0.47900763358778625,0.9499000000000055
525,3,0.48,0.9498000000000055
526,-5,0.4790874524714829,0.9497000000000055
527,-3,0.4781783681214421,0.9496500000000055
528,1,0.4791666666666667,0.9495500000000056
529,7,0.48015122873345933,0.9495000000000056
530,9,0.4811320754716981,0.9494000000000056
531,-5,0.480225988700565,0.9493500000000056
532,3,0.48120300751879697,0.9492500000000056
533,-3,0.4803001876172608,0.9491000000000056
534,3,0.4812734082397004,0.9490000000000056
535,5,0.4822429906542056,0.9489000000000056
536,4,0.4832089552238806,0.9488500000000056
537,-5,0.4823091247672253,0.9487500000000056
538,-7,0.48141263940520446,0.9487000000000056
539,-4,0.4805194805194805,0.9486500000000057
540,3,0.48148148148148145,0.9485500000000057
541,3,0.4824399260628466,0.9484500000000057
542,-1,0.48154981549815495,0.9483500000000057
543,3,0.48250460405156537,0.9481000000000057
544,7,0.4834558823529412,0.9479000000000057
545,5,0.48440366972477067,0.9477500000000058
546,-7,0.4835164835164835,0.9476500000000058
547,-1,0.4826325411334552,0.9475500000000058
548,5,0.4835766423357664,0.9475000000000058
549,3,0.48451730418943534,0.9474000000000058
550,9,0.48545454545454547,0.9473000000000058
551,-5,0.484573502722323,0.9472000000000058
552,-1,0.483695652173913,0.9471500000000058
553,-4,0.48282097649186256,0.9470500000000058
554,1,0.48375451263537905,0.9469500000000058
555,-6,0.4828828828828829,0.9469000000000058
556,-4,0.48201438848920863,0.9468500000000059
557,6,0.4829443447037702,0.9468000000000059
558,5,0.4838709677419355,0.9467000000000059
559,3,0.4847942754919499,0.9466000000000059
560,-3,0.48392857142857143,0.9465500000000059
561,3,0.48484848484848486,0.9464500000000059
562,8,0.48576512455516013,0.9464000000000059
563,-7,0.4849023090586146,0.9463500000000059
564,-5,0.48404255319148937,0.9463000000000059
565,-5,0.4831858407079646,0.9462500000000059
566,-3,0.4823321554770318,0.9460500000000059
567,-3,0.48148148148148145,0.945850000000006
568,3,0.4823943661971831,0.945750000000006
569,7,0.4833040421792619,0.945550000000006
570,-5,0.4824561403508772,0.945450000000006
571,-5,0.4816112084063047,0.945350000000006
572,-3,0.4807692307692308,0.945250000000006
573,3,0.4816753926701571,0.945150000000006
574,7,0.48257839721254353,0.9450000000000061
575,-3,0.4817391304347826,0.9448500000000061
576,1,0.4826388888888889,0.9446500000000061
577,3,0.48353552859618715,0.9446000000000061
578,3,0.4844290657439446,0.9445000000000061
579,5,0.4853195164075993,0.9444500000000061
580,-7,0.4844827586206897,0.9443500000000061
581,-10,0.4836488812392427,0.9442500000000061
582,-4,0.48281786941580757,0.9441500000000062
583,-1,0.48198970840480276,0.9440500000000062
584,-3,0.4811643835616438,0.9438500000000062
585,1,0.48205128205128206,0.9438000000000062
586,-3,0.4812286689419795,0.9436500000000062
587,-1,0.4804088586030664,0.9435500000000062
588,-5,0.47959183673469385,0.9434500000000062
589,3,0.48047538200339557,0.9433500000000062
590,7,0.48135593220338985,0.9433000000000062
591,5,0.48223350253807107,0.9432500000000063
592,5,0.4831081081081081,0.9431500000000063
593,-4,0.4822934232715008,0.9430000000000063
594,-7,0.48148148148148145,0.9429000000000063
595,3,0.4823529411764706,0.9427500000000063
596,-7,0.4815436241610738,0.9426500000000063
597,-3,0.4807370184254606,0.9425500000000063
598,-3,0.479933110367893,0.9425000000000063
599,-5,0.4791318864774624,0.9424500000000063
600,5,0.48,0.9423500000000063
601,1,0.480865224625624,0.9422500000000064
602,3,0.48172757475083056,0.9421500000000064
603,-1,0.48092868988391374,0.9420500000000064
604,-3,0.48013245033112584,0.9419500000000064
605,-10,0.4793388429752066,0.9418000000000064
606,3,0.4801980198019802,0.9417000000000064
607,11,0.48105436573311366,0.9415000000000064
608,3,0.4819078947368421,0.9414000000000065
609,10,0.4827586206896552,0.9413000000000065
610,-3,0.4819672131147541,0.9412500000000065
611,3,0.4828150572831424,0.9411500000000065
612,7,0.48366013071895425,0.9411000000000065
613,-9,0.4828711256117455,0.9409500000000065
614,-7,0.4820846905537459,0.9408500000000065
615,9,0.48292682926829267,0.9407000000000065
616,-1,0.48214285714285715,0.9406000000000065
617,8,0.4829821717990275,0.9405500000000065
618,-1,0.48220064724919093,0.9405000000000066
619,1,0.48303715670436187,0.9404000000000066
620,1,0.4838709677419355,0.9402500000000066
621,7,0.48470209339774556,0.9401000000000066
622,1,0.4855305466237942,0.9400000000000066
623,5,0.48635634028892455,0.9399000000000066
624,3,0.48717948717948717,0.9398500000000066
625,-7,0.4864,0.9397500000000066
626,-5,0.48562300319488816,0.9396500000000066
627,9,0.4864433811802233,0.9395000000000067
628,5,0.4872611464968153,0.9394000000000067
629,-1,0.4864864864864865,0.9393000000000067
630,-5,0.4857142857142857,0.9392500000000067
631,7,0.4865293185419968,0.9391500000000067
632,1,0.4873417721518987,0.9390000000000067
633,5,0.4881516587677725,0.9389500000000067
634,-9,0.48738170347003157,0.9388500000000067
635,-7,0.48661417322834644,0.9387500000000067
