Episode,Score,Win %
142,9,0.6056338028169014
143,12,0.6083916083916084
144,9,0.6111111111111112
145,8,0.6137931034482759
146,6,0.6164383561643836
147,-10,0.6122448979591837
148,6,0.6148648648648649
149,8,0.6174496644295302
150,-10,0.6133333333333333
151,11,0.6158940397350994
152,11,0.618421052631579
153,10,0.6209150326797386
154,12,0.6233766233766234
155,-8,0.6193548387096774
156,-18,0.6153846153846154
157,-11,0.6114649681528662
158,-6,0.6075949367088608
159,10,0.610062893081761
160,8,0.6125
161,10,0.6149068322981367
162,9,0.6172839506172839
163,11,0.6196319018404908
164,-6,0.6158536585365854
165,16,0.6181818181818182
166,8,0.6204819277108434
167,-7,0.6167664670658682
168,14,0.6190476190476191
169,14,0.621301775147929
170,10,0.6235294117647059
171,12,0.6257309941520468
172,8,0.627906976744186
173,-16,0.6242774566473989
174,8,0.6264367816091954
175,10,0.6285714285714286
176,-11,0.625
177,8,0.6271186440677966
178,10,0.6292134831460674
179,-8,0.6256983240223464
180,-5,0.6222222222222222
181,6,0.6243093922651933
182,10,0.6263736263736264
183,12,0.6284153005464481
184,-10,0.625
185,-10,0.6216216216216216
186,-6,0.6182795698924731
187,8,0.6203208556149733
188,10,0.6223404255319149
189,8,0.6243386243386243
190,-10,0.6210526315789474
191,8,0.6230366492146597
192,10,0.625
193,11,0.6269430051813472
194,8,0.6288659793814433
195,-12,0.6256410256410256
196,10,0.6275510204081632
197,-7,0.6243654822335025
198,-8,0.6212121212121212
199,-9,0.6180904522613065
200,-10,0.615
201,6,0.6169154228855721
202,12,0.6188118811881188
203,-12,0.6157635467980296
204,6,0.6176470588235294
205,13,0.6195121951219512
206,12,0.6213592233009708
207,6,0.6231884057971014
208,-10,0.6201923076923077
209,8,0.6220095693779905
210,12,0.6238095238095238
211,-6,0.6208530805687204
212,10,0.6226415094339622
213,12,0.6244131455399061
214,10,0.6261682242990654
215,12,0.627906976744186
216,-6,0.625
217,8,0.6267281105990783
218,10,0.6284403669724771
219,-16,0.6255707762557078
220,-12,0.6227272727272727
221,-12,0.6199095022624435
222,8,0.6216216216216216
223,-8,0.6188340807174888
224,6,0.6205357142857143
225,14,0.6222222222222222
226,10,0.6238938053097345
227,8,0.6255506607929515
228,-12,0.6228070175438597
229,6,0.6244541484716157
230,8,0.6260869565217392
231,14,0.6277056277056277
232,11,0.6293103448275862
233,9,0.630901287553648
234,12,0.6324786324786325
235,-8,0.6297872340425532
236,12,0.6313559322033898
237,8,0.6329113924050633
238,6,0.634453781512605
239,6,0.6359832635983264
240,6,0.6375
241,12,0.6390041493775933
242,12,0.640495867768595
243,8,0.6419753086419753
244,10,0.6434426229508197
245,12,0.6448979591836734
246,8,0.6463414634146342
247,8,0.6477732793522267
248,8,0.6491935483870968
249,10,0.6506024096385542
250,-8,0.648
251,8,0.649402390438247
252,8,0.6507936507936508
253,-8,0.6482213438735178
254,10,0.6496062992125984
255,-10,0.6470588235294118
256,11,0.6484375
257,-12,0.6459143968871596
258,8,0.6472868217054264
259,12,0.6486486486486487
260,-6,0.6461538461538462
261,-10,0.6436781609195402
262,10,0.6450381679389313
263,-8,0.6425855513307985
264,13,0.6439393939393939
265,10,0.6452830188679245
266,-6,0.6428571428571429
267,6,0.6441947565543071
268,8,0.6455223880597015
269,10,0.6468401486988847
270,-9,0.6444444444444445
271,-6,0.6420664206642066
272,-6,0.6397058823529411
273,9,0.6410256410256411
274,-7,0.6386861313868614
275,10,0.64
276,9,0.6413043478260869
277,12,0.6425992779783394
278,8,0.6438848920863309
279,16,0.6451612903225806
280,12,0.6464285714285715
281,-6,0.6441281138790036
282,-6,0.6418439716312057
283,-11,0.6395759717314488
284,11,0.6408450704225352
285,-6,0.6385964912280702
286,12,0.6398601398601399
287,9,0.6411149825783972
288,-10,0.6388888888888888
289,-10,0.6366782006920415
290,-8,0.6344827586206897
291,13,0.6357388316151202
292,12,0.636986301369863
293,14,0.6382252559726962
294,10,0.6394557823129252
295,8,0.6406779661016949
296,-12,0.6385135135135135
297,12,0.6397306397306397
298,-6,0.6375838926174496
299,12,0.6387959866220736
300,8,0.64
301,-10,0.6378737541528239
302,-6,0.6357615894039735
303,-6,0.6336633663366337
304,-10,0.631578947368421
305,-9,0.6295081967213115
306,-6,0.6274509803921569
307,10,0.6286644951140065
308,8,0.6298701298701299
309,10,0.6310679611650486
310,10,0.632258064516129
311,-10,0.6302250803858521
312,-6,0.6282051282051282
313,-8,0.6261980830670927
314,-8,0.6242038216560509
315,-8,0.6222222222222222
316,8,0.6234177215189873
317,12,0.6246056782334385
318,-5,0.6226415094339622
319,6,0.6238244514106583
320,10,0.625
321,6,0.6261682242990654
322,18,0.6273291925465838
323,-10,0.6253869969040248
324,6,0.6265432098765432
325,10,0.6276923076923077
326,-14,0.6257668711656442
327,-11,0.6238532110091743
328,8,0.625
329,8,0.6261398176291794
330,8,0.6272727272727273
331,-8,0.6253776435045317
332,-8,0.6234939759036144
333,-10,0.6216216216216216
334,-10,0.6197604790419161
335,-8,0.6179104477611941
336,-6,0.6160714285714286
337,12,0.6172106824925816
338,12,0.6183431952662722
339,-10,0.616519174041298
340,-6,0.6147058823529412
341,6,0.6158357771260997
342,8,0.6169590643274854
343,-10,0.6151603498542274
344,14,0.6162790697674418
345,10,0.6173913043478261
346,-6,0.615606936416185
347,8,0.6167146974063401
348,10,0.617816091954023
349,8,0.6189111747851003
350,12,0.62
351,-12,0.6182336182336182
352,14,0.6193181818181818
353,10,0.6203966005665722
354,8,0.6214689265536724
355,8,0.6225352112676056
356,10,0.6235955056179775
357,13,0.6246498599439776
358,10,0.6256983240223464
359,-8,0.6239554317548747
360,-5,0.6222222222222222
361,8,0.6232686980609419
362,-12,0.6215469613259669
363,-6,0.6198347107438017
364,8,0.6208791208791209
365,10,0.6219178082191781
366,10,0.6229508196721312
367,-8,0.6212534059945504
368,12,0.6222826086956522
369,-8,0.6205962059620597
370,12,0.6216216216216216
371,8,0.6226415094339622
372,-8,0.6209677419354839
373,8,0.6219839142091153
374,8,0.6229946524064172
375,11,0.624
376,-6,0.6223404255319149
377,11,0.623342175066313
378,10,0.6243386243386243
379,14,0.6253298153034301
380,12,0.6263157894736842
381,-10,0.6246719160104987
382,6,0.6256544502617801
383,8,0.6266318537859008
384,8,0.6276041666666666
385,-9,0.625974025974026
386,-6,0.6243523316062176
387,6,0.6253229974160207
388,-8,0.6237113402061856
389,6,0.6246786632390745
390,6,0.6256410256410256
391,8,0.6265984654731458
392,10,0.6275510204081632
393,-6,0.6259541984732825
394,8,0.6269035532994924
395,12,0.6278481012658228
396,12,0.6287878787878788
397,12,0.6297229219143576
398,11,0.6306532663316583
399,-8,0.6290726817042607
400,-6,0.6275
401,12,0.628428927680798
402,12,0.6293532338308457
403,15,0.630272952853598
404,10,0.6311881188118812
405,-10,0.6296296296296297
406,-6,0.6280788177339901
407,10,0.628992628992629
408,12,0.6299019607843137
409,-6,0.628361858190709
410,9,0.6292682926829268
411,-6,0.6277372262773723
412,8,0.6286407766990292
413,-14,0.6271186440677966
414,6,0.6280193236714976
415,-8,0.6265060240963856
416,8,0.6274038461538461
417,12,0.6282973621103117
418,11,0.6291866028708134
419,9,0.630071599045346
420,10,0.6309523809523809
421,12,0.6318289786223278
422,-10,0.6303317535545023
423,-6,0.6288416075650118
424,8,0.6297169811320755
425,8,0.6305882352941177
426,8,0.6314553990610329
427,-9,0.629976580796253
428,-6,0.6285046728971962
429,10,0.6293706293706294
430,8,0.6302325581395349
431,8,0.6310904872389791
432,8,0.6319444444444444
433,10,0.6327944572748267
434,6,0.6336405529953917
435,10,0.6344827586206897
436,-8,0.6330275229357798
437,6,0.6338672768878718
438,-10,0.632420091324201
439,-10,0.6309794988610479
440,8,0.6318181818181818
441,-6,0.6303854875283447
442,10,0.6312217194570136
443,10,0.6320541760722348
444,-14,0.6306306306306306
445,11,0.6314606741573033
446,12,0.6322869955156951
447,8,0.6331096196868009
448,-10,0.6316964285714286
449,10,0.6325167037861915
450,-8,0.6311111111111111
451,14,0.6319290465631929
452,-6,0.6305309734513275
453,10,0.6313465783664459
454,10,0.6321585903083701
455,8,0.6329670329670329
456,-10,0.631578947368421
457,-8,0.6301969365426696
458,12,0.631004366812227
459,-6,0.6296296296296297
460,10,0.6304347826086957
461,12,0.631236442516269
462,15,0.6320346320346321
463,8,0.6328293736501079
464,12,0.6336206896551724
465,6,0.6344086021505376
466,-10,0.6330472103004292
467,-8,0.6316916488222698
468,-9,0.6303418803418803
469,9,0.6311300639658849
470,11,0.6319148936170212
471,10,0.6326963906581741
472,12,0.6334745762711864
473,8,0.6342494714587738
474,12,0.6350210970464135
475,-10,0.6336842105263157
476,-6,0.6323529411764706
477,8,0.6331236897274634
478,8,0.6338912133891214
479,8,0.6346555323590815
480,-6,0.6333333333333333
481,-6,0.632016632016632
482,10,0.6327800829875518
483,8,0.6335403726708074
484,10,0.6342975206611571
485,-6,0.6329896907216495
486,-9,0.6316872427983539
487,8,0.6324435318275154
488,8,0.6331967213114754
489,12,0.6339468302658486
490,10,0.6346938775510204
491,8,0.6354378818737271
492,8,0.6361788617886179
493,12,0.6369168356997972
494,12,0.6376518218623481
495,9,0.6383838383838384
496,12,0.6391129032258065
497,11,0.6398390342052314
498,-6,0.6385542168674698
499,-10,0.6372745490981964
500,10,0.638
501,-8,0.6367265469061876
502,12,0.6374501992031872
503,8,0.6381709741550696
504,8,0.6388888888888888
505,13,0.6396039603960396
506,-12,0.6383399209486166
507,8,0.6390532544378699
508,-10,0.6377952755905512
509,9,0.6385068762278978
510,8,0.6392156862745098
511,8,0.639921722113503
512,10,0.640625
513,-6,0.6393762183235867
514,12,0.6400778210116731
515,-10,0.6388349514563106
516,-8,0.6375968992248062
517,10,0.6382978723404256
518,8,0.638996138996139
519,-6,0.6377649325626205
520,8,0.6384615384615384
521,-6,0.6372360844529751
522,-8,0.6360153256704981
523,-10,0.6347992351816444
524,-6,0.6335877862595419
525,10,0.6342857142857142
526,14,0.6349809885931559
527,10,0.635673624288425
528,-6,0.634469696969697
529,10,0.6351606805293005
530,10,0.6358490566037736
531,-8,0.6346516007532956
532,14,0.6353383458646616
533,11,0.6360225140712945
534,9,0.6367041198501873
535,11,0.6373831775700934
536,8,0.6380597014925373
537,9,0.638733705772812
538,8,0.6394052044609665
539,6,0.640074211502783
540,10,0.6407407407407407
541,-8,0.6395563770794824
542,12,0.6402214022140221
543,-5,0.6390423572744015
544,10,0.6397058823529411
545,-10,0.6385321100917432
546,8,0.6391941391941391
547,12,0.6398537477148081
548,13,0.6405109489051095
549,8,0.6411657559198543
550,12,0.6418181818181818
551,-6,0.6406533575317604
552,14,0.6413043478260869
553,-6,0.6401446654611211
554,-7,0.6389891696750902
555,-8,0.6378378378378379
556,10,0.6384892086330936
557,-8,0.6373429084380611
558,8,0.6379928315412187
559,-6,0.6368515205724508
560,11,0.6375
561,-6,0.6363636363636364
562,18,0.6370106761565836
563,-8,0.6358792184724689
564,8,0.6365248226950354
565,10,0.6371681415929203
566,12,0.6378091872791519
567,-10,0.63668430335097
568,8,0.6373239436619719
569,-6,0.6362038664323374
570,6,0.6368421052631579
571,-6,0.6357267950963222
572,-6,0.6346153846153846
573,-12,0.6335078534031413
574,10,0.6341463414634146
575,10,0.6347826086956522
576,6,0.6354166666666666
577,12,0.6360485268630849
578,12,0.6366782006920415
579,8,0.6373056994818653
580,12,0.6379310344827587
581,-10,0.6368330464716007
582,-8,0.6357388316151202
583,9,0.6363636363636364
584,10,0.636986301369863
585,8,0.6376068376068376
586,12,0.6382252559726962
587,-8,0.637137989778535
588,8,0.6377551020408163
589,10,0.6383701188455009
590,14,0.6389830508474577
591,-6,0.637901861252115
592,6,0.6385135135135135
593,10,0.6391231028667791
594,-12,0.6380471380471381
595,8,0.6386554621848739
596,8,0.639261744966443
597,8,0.6398659966499163
598,-6,0.6387959866220736
599,10,0.6393989983305509
600,-6,0.6383333333333333
601,-8,0.6372712146422629
602,8,0.6378737541528239
603,6,0.6384742951907131
604,6,0.6390728476821192
605,-9,0.6380165289256199
606,-8,0.636963696369637
607,10,0.6375617792421746
608,8,0.6381578947368421
609,-12,0.6371100164203612
610,-6,0.6360655737704918
611,-6,0.6350245499181669
612,8,0.6356209150326797
613,13,0.636215334420881
614,-8,0.6351791530944625
615,10,0.6357723577235772
616,12,0.6363636363636364
617,8,0.6369529983792545
618,10,0.6375404530744336
619,-6,0.6365105008077544
620,11,0.6370967741935484
621,8,0.6376811594202898
622,8,0.6382636655948553
623,6,0.6388443017656501
624,6,0.6394230769230769
625,6,0.64
626,8,0.6405750798722045
627,12,0.6411483253588517
628,8,0.64171974522293
629,-7,0.6406995230524642
630,10,0.6412698412698413
631,10,0.6418383518225039
632,12,0.6424050632911392
633,11,0.6429699842022117
634,-6,0.6419558359621451
635,8,0.6425196850393701
636,10,0.6430817610062893
637,16,0.6436420722135008
638,11,0.6442006269592476
639,10,0.6447574334898278
640,-9,0.64375
641,11,0.6443057722308893
642,8,0.6448598130841121
643,-8,0.6438569206842923
644,6,0.6444099378881988
645,6,0.6449612403100775
646,8,0.6455108359133127
647,-12,0.6445131375579598
648,10,0.6450617283950617
649,6,0.6456086286594761
650,10,0.6461538461538462
651,-10,0.6451612903225806
652,-12,0.6441717791411042
653,8,0.6447166921898928
654,-8,0.6437308868501529
655,-12,0.6427480916030535
656,10,0.6432926829268293
657,10,0.6438356164383562
658,12,0.6443768996960486
659,-10,0.6433990895295902
660,-8,0.6424242424242425
661,8,0.642965204236006
662,12,0.6435045317220544
663,6,0.6440422322775264
664,8,0.6445783132530121
665,8,0.6451127819548872
666,-10,0.6441441441441441
667,-10,0.6431784107946027
668,-7,0.6422155688622755
669,14,0.6427503736920778
670,-6,0.6417910447761194
671,9,0.6423248882265276
672,-8,0.6413690476190477
673,6,0.6419019316493314
674,-6,0.6409495548961425
675,8,0.6414814814814814
676,10,0.6420118343195266
677,6,0.6425406203840472
678,-6,0.6415929203539823
679,11,0.6421207658321061
680,-6,0.6411764705882353
681,8,0.6417033773861968
682,8,0.6422287390029325
683,15,0.6427525622254758
684,16,0.6432748538011696
685,16,0.6437956204379562
686,9,0.6443148688046647
687,10,0.6448326055312955
688,-8,0.6438953488372093
689,-8,0.6429608127721336
690,8,0.6434782608695652
691,6,0.6439942112879884
692,8,0.6445086705202312
693,6,0.645021645021645
694,10,0.6455331412103746
695,-12,0.6446043165467625
696,10,0.6451149425287356
697,-6,0.6441893830703013
698,9,0.6446991404011462
699,14,0.6452074391988555
700,12,0.6457142857142857
701,6,0.6462196861626248
702,8,0.6467236467236467
703,12,0.647226173541963
704,-5,0.6463068181818182
705,10,0.6468085106382979
706,-10,0.6458923512747875
707,14,0.6463932107496464
708,-9,0.6454802259887006
709,9,0.6459802538787024
710,8,0.6464788732394366
711,12,0.6469760900140648
712,8,0.6474719101123596
713,-6,0.6465638148667602
714,10,0.6470588235294118
715,6,0.6475524475524476
716,-6,0.6466480446927374
717,-12,0.6457461645746164
718,11,0.6462395543175488
719,6,0.6467315716272601
720,-6,0.6458333333333334
721,8,0.6463245492371706
722,18,0.646814404432133
723,-6,0.6459197786998617
724,10,0.6464088397790055
725,8,0.646896551724138
726,11,0.6473829201101928
727,6,0.6478679504814305
728,10,0.6483516483516484
729,12,0.6488340192043895
730,12,0.6493150684931507
731,8,0.6497948016415869
732,-10,0.6489071038251366
733,9,0.6493860845839018
734,10,0.6498637602179836
735,8,0.6503401360544218
736,9,0.6508152173913043
737,12,0.6512890094979648
738,6,0.6517615176151762
739,-6,0.6508795669824087
740,-8,0.65
741,12,0.650472334682861
742,13,0.6509433962264151
743,8,0.6514131897711979
744,-8,0.6505376344086021
745,12,0.6510067114093959
746,9,0.6514745308310992
747,-6,0.6506024096385542
748,-6,0.6497326203208557
749,-6,0.6488651535380507
750,12,0.6493333333333333
751,-8,0.6484687083888149
752,18,0.648936170212766
753,6,0.649402390438247
754,11,0.649867374005305
755,-12,0.6490066225165563
756,11,0.6494708994708994
757,-11,0.6486129458388376
758,-8,0.6477572559366754
759,12,0.6482213438735178
760,-12,0.6473684210526316
761,12,0.6478318002628121
762,-10,0.6469816272965879
763,8,0.6474442988204456
764,9,0.6479057591623036
765,8,0.6483660130718955
766,-10,0.6475195822454308
767,8,0.6479791395045632
768,14,0.6484375
769,-6,0.647594278283485
770,-6,0.6467532467532467
771,8,0.6472114137483788
772,8,0.6476683937823834
773,-8,0.6468305304010349
774,-8,0.6459948320413437
775,-8,0.6451612903225806
776,-6,0.6443298969072165
777,12,0.6447876447876448
778,-6,0.6439588688946015
779,-12,0.6431322207958922
780,-8,0.6423076923076924
781,-6,0.6414852752880922
782,9,0.6419437340153452
783,8,0.6424010217113666
784,13,0.6428571428571429
785,8,0.643312101910828
786,11,0.6437659033078881
787,-6,0.6429479034307497
788,12,0.6434010152284264
789,-12,0.6425855513307985
790,-8,0.6417721518987342
791,-6,0.640960809102402
792,8,0.6414141414141414
793,6,0.6418663303909206
794,12,0.6423173803526449
795,10,0.6427672955974842
796,-6,0.6419597989949749
797,10,0.6424090338770388
798,10,0.6428571428571429
799,11,0.6433041301627034
800,-10,0.6425
801,-8,0.6416978776529338
802,13,0.64214463840399
803,10,0.6425902864259029
804,12,0.6430348258706468
805,6,0.6434782608695652
806,12,0.6439205955334988
807,-8,0.6431226765799256
808,-6,0.6423267326732673
809,12,0.6427688504326329
810,10,0.6432098765432098
811,-8,0.6424167694204685
812,-12,0.6416256157635468
813,8,0.6420664206642066
814,-8,0.6412776412776413
815,9,0.6417177914110429
816,6,0.6421568627450981
817,11,0.642594859241126
818,12,0.6430317848410758
819,8,0.6434676434676435
820,10,0.6439024390243903
821,-9,0.6431181485992692
822,8,0.6435523114355232
823,9,0.6439854191980559
824,6,0.6444174757281553
825,10,0.6448484848484849
826,18,0.6452784503631961
827,12,0.6457073760580411
828,8,0.6461352657004831
829,12,0.646562123039807
830,-8,0.6457831325301204
831,6,0.6462093862815884
832,10,0.6466346153846154
833,11,0.6470588235294118
834,8,0.6474820143884892
835,8,0.6479041916167665
836,6,0.6483253588516746
837,12,0.6487455197132617
838,12,0.649164677804296
839,-6,0.6483909415971395
840,-6,0.6476190476190476
841,-9,0.6468489892984542
842,-10,0.6460807600950119
843,-10,0.6453143534994069
844,8,0.6457345971563981
845,-8,0.6449704142011834
846,8,0.6453900709219859
847,-9,0.6446280991735537
848,10,0.6450471698113207
849,11,0.6454652532391049
850,-9,0.6447058823529411
851,-6,0.6439482961222092
852,12,0.6443661971830986
853,10,0.6447831184056272
854,-6,0.6440281030444965
855,-8,0.6432748538011696
856,6,0.6436915887850467
857,12,0.6441073512252042
858,-6,0.6433566433566433
859,14,0.6437718277066357
860,8,0.6441860465116279
861,9,0.6445993031358885
862,-10,0.6438515081206496
863,-10,0.6431054461181923
864,13,0.6435185185185185
865,-12,0.6427745664739885
866,-8,0.6420323325635104
867,-12,0.6412918108419838
868,12,0.6417050691244239
869,-8,0.6409666283084005
870,-5,0.6402298850574712
871,-10,0.6394948335246843
872,-7,0.6387614678899083
873,-7,0.6380297823596792
874,-6,0.6372997711670481
875,-13,0.6365714285714286
876,13,0.636986301369863
877,6,0.637400228050171
878,8,0.6378132118451025
879,11,0.6382252559726962
880,8,0.6386363636363637
881,8,0.6390465380249716
882,12,0.6394557823129252
883,12,0.6398640996602492
884,8,0.6402714932126696
885,-8,0.63954802259887
886,8,0.6399548532731377
887,10,0.6403607666290868
888,-6,0.6396396396396397
889,12,0.6400449943757031
890,8,0.6404494382022472
891,8,0.6408529741863075
892,10,0.6412556053811659
893,12,0.6416573348264277
894,-12,0.6409395973154363
895,8,0.641340782122905
896,8,0.6417410714285714
897,12,0.6421404682274248
898,-10,0.6414253897550112
899,6,0.6418242491657397
900,-10,0.6411111111111111
901,-6,0.6403995560488346
902,-14,0.6396895787139689
903,8,0.6400885935769657
904,-14,0.6393805309734514
905,6,0.6397790055248619
906,-10,0.6390728476821192
907,10,0.639470782800441
908,-6,0.6387665198237885
909,6,0.6391639163916392
910,10,0.6395604395604395
911,13,0.6399560922063666
912,8,0.6403508771929824
913,-6,0.6396495071193866
914,8,0.6400437636761488
915,-10,0.639344262295082
916,-8,0.638646288209607
917,-6,0.6379498364231189
918,-12,0.6372549019607843
919,6,0.6376496191512514
920,10,0.6380434782608696
921,12,0.6384364820846905
922,10,0.6388286334056399
923,10,0.6392199349945829
924,12,0.6396103896103896
925,-6,0.6389189189189189
926,8,0.6393088552915767
927,14,0.639697950377562
928,-6,0.6390086206896551
929,10,0.6393972012917115
930,-6,0.6387096774193548
931,-8,0.6380236305048335
932,-9,0.6373390557939914
933,10,0.6377277599142551
934,8,0.6381156316916489
935,14,0.6385026737967915
936,8,0.6388888888888888
937,-10,0.6382070437566703
938,8,0.6385927505330491
939,-6,0.6379126730564431
940,6,0.6382978723404256
941,8,0.638682252922423
942,-10,0.638004246284501
943,18,0.6383881230116649
944,-10,0.6377118644067796
945,-8,0.6370370370370371
946,-6,0.6363636363636364
947,8,0.6367476240760296
948,-6,0.6360759493670886
949,14,0.6364594309799789
950,12,0.6368421052631579
951,10,0.637223974763407
952,11,0.6376050420168067
953,8,0.6379853095487933
954,-12,0.6373165618448637
955,8,0.6376963350785341
956,8,0.6380753138075314
957,12,0.6384535005224661
958,-6,0.6377870563674322
959,10,0.6381647549530761
960,-12,0.6375
961,-8,0.6368366285119667
962,12,0.6372141372141372
963,-9,0.6365524402907581
964,-10,0.6358921161825726
965,6,0.6362694300518135
966,-6,0.6356107660455487
967,-6,0.6349534643226473
968,-5,0.6342975206611571
969,8,0.6346749226006192
970,-6,0.634020618556701
971,8,0.6343975283213182
972,-10,0.6337448559670782
973,8,0.6341212744090442
974,-7,0.63347022587269
975,11,0.6338461538461538
976,-9,0.6331967213114754
977,10,0.6335721596724667
978,-6,0.6329243353783232
979,-10,0.6322778345250255
980,10,0.6326530612244898
981,12,0.6330275229357798
982,8,0.6334012219959266
983,14,0.6337741607324516
984,-8,0.633130081300813
985,-8,0.63248730964467
986,10,0.6328600405679513
987,10,0.6332320162107397
988,12,0.6336032388663968
989,-12,0.6329625884732053
990,12,0.6333333333333333
991,13,0.6337033299697276
992,18,0.6340725806451613
993,11,0.6344410876132931
994,12,0.6348088531187123
995,8,0.6351758793969849
996,-8,0.6345381526104418
997,-6,0.633901705115346
998,-8,0.6332665330661322
999,6,0.6336336336336337
1000,8,0.634
1001,14,0.6343656343656343
1002,14,0.6347305389221557
1003,16,0.6350947158524427
1004,8,0.6354581673306773
1005,-10,0.6348258706467662
1006,-12,0.6341948310139165
1007,6,0.634558093346574
1008,8,0.6349206349206349
1009,-8,0.6342913776015857
1010,-8,0.6336633663366337
1011,12,0.6340257171117705
1012,10,0.6343873517786561
1013,-8,0.633761105626851
1014,-12,0.6331360946745562
1015,-8,0.632512315270936
1016,13,0.6328740157480315
1017,-10,0.632251720747296
1018,12,0.6326129666011788
1019,-5,0.6319921491658489
1020,10,0.6323529411764706
1021,-6,0.6317335945151812
1022,9,0.6320939334637965
1023,14,0.6324535679374389
1024,-8,0.6318359375
1025,10,0.6321951219512195
1026,6,0.6325536062378168
1027,-5,0.631937682570594
1028,10,0.632295719844358
1029,8,0.6326530612244898
1030,-7,0.6320388349514563
1031,-6,0.6314258001939864
1032,11,0.6317829457364341
1033,10,0.6321393998063891
1034,8,0.632495164410058
1035,12,0.6328502415458938
1036,-6,0.6322393822393823
1037,-8,0.6316297010607522
1038,6,0.6319845857418112
1039,6,0.6323387872954764
1040,8,0.6326923076923077
1041,10,0.633045148895293
1042,8,0.6333973128598849
1043,14,0.6337488015340365
1044,-6,0.6331417624521073
1045,-12,0.6325358851674641
1046,10,0.6328871892925431
1047,-6,0.6322827125119389
1048,-8,0.6316793893129771
1049,12,0.6320305052430887
1050,8,0.6323809523809524
1051,8,0.6327307326355851
1052,13,0.6330798479087453
1053,-8,0.6324786324786325
1054,-10,0.6318785578747628
1055,-8,0.6312796208530805
1056,8,0.6316287878787878
1057,8,0.6319772942289499
1058,-8,0.6313799621928167
1059,6,0.6317280453257791
1060,6,0.6320754716981132
1061,8,0.6324222431668237
1062,8,0.632768361581921
1063,12,0.6331138287864534
1064,9,0.6334586466165414
1065,11,0.6338028169014085
